order,taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
152,,,4,incongruent.60,هم سخنوا الحوض بالطاقة الفلفل.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
153,,,4,fronting.25,شو كان الدكتور المشغول يعالج في عيادة العظام؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
154,الراهبة كلمت البابا؟,9,4,BA.45,"يوم هي كانت في الكنيسة، الراهبة كلمت البابا.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
155,,,4,RA.41,المسؤولة المهتمة تعاتب نفسها بعد الفشل.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
156,,,4,cleft.71,شو اللي كانت الحرمه المستعيله ناسيه في البيت فوق؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
157,,,4,BVA.24,كل مغنية مشهوره تهيء نفسها قبل الحفل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
158,,,4,congruent.15,الدراجات يقدرون يطلعون أصوات عالية.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
159,الطباخ تحسن بعد التقييم؟,7,4,RA.22,الطباخ المحترف يطور نفسه بعد التقييم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
160,,,4,incongruent.45,يعتبر شي نحس إنك تمشي تحت السفينة.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
161,,,4,yn.66,كان البلوقر الغيور فاضح أمل في البوست الطويل؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
162,,,4,fronting.19,منو كانت الحرمة العيوز تتريا في العيادة المزدحمة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
163,الولد يسامح نفسه؟,9,4,BVA.60,كل ولد غلطان يسامح نفسه بعد العقاب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
164,,,4,BA.60,"يوم هو كان في القسم، الضابط حيا النقيب.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
165,,,4,NP.04,كل مبرمج شغوف يطور طلابه في البرمجة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
166,الطالبة تذاكر مادة صعبة؟,7,4,yn.51,كانت الطالبة المجتهدة تذاكر الأسهل بين المواد الصعبة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
167,,,4,Control.27,"يوم أنا كنت في المصنع، النجار صنع طاولة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
168,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,,,4,congruent.14,ميره نشت بعد ما ياها كابوس.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
170,,,4,BVA.18,كل مدير مهموم يهلك نفسه في الدوام.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
171,,,4,cleft.70,شو اللي كانت المريضة اليوعانه تاكله عشان تتحسن حالتها؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
172,,,4,incongruent.59,طلعتهم اختربت من المخمة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
173,,,4,yn.50,كان السباح المتحمس ينافس أحمد في البطولة الإفريقية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
174,,,4,BVA.40,كل مستشاره متعمقة تهلك نفسها عشان العميل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
175,,,4,fronting.24,شو كان المغني المشهور يغني في الحفلة الليلة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
176,تادخن سجائر منثول؟,7,4,incongruent.44,أنا بالعادة أدخن سجائر الطاقة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
177,,,4,BA.59,"يوم هو كان على المركب، القبطان شجع الطاقم.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
178,الجراح يعالج الفريق؟,9,4,cleft.89,منو اللي كان الجراح الخبير يعالجه من الفريق المحلي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
179,,,4,RA.44,المحامية الشغوفة تطور نفسها مع القضايا.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
180,,,4,fronting.17,منو كانت البنت النشيطة تلحق في حديقة الفريج؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
181,,,4,NP.13,كل مجرم سفاح يخفي ضحيته من المباحث.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
182,,,4,yn.62,كانت اللاعبة التعبانة تنافس مريم في المباراة الأخيرة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
183,,,4,BA.44,"يوم هي كانت في الورشة، الرسامة نقدت الفنان.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
184,الباريستا مبتدئ؟,7,4,RA.01,الباريستا المحترف يدرب نفسه قبل الافتتاح.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
185,,,4,Control.29,"يوم أنا كنت في المشغل، الخياط جهز المخور.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
186,,,4,congruent.29,هم ربوا الغنم في مزرعتهم.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
187,,,4,NP.79,كل عروسة يديدة تدلع المعرس قبل العرس.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
188,المنتج ضبط المشهد؟,9,4,Control.26,"يوم أنا كنت في الاستوديو، المنتج ضبط المشهد.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
189,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,الأب يشجع الاولاد؟,7,4,yn.49,كان الأب الفخور يشجع البنات في مباراة الكورة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
191,,,4,RA.15,المريض المعدي يحبس نفسه في الحجر.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
192,الممرضة تساعد حد؟,9,4,fronting.16,منو كانت الممرضة الطيبة تساعد في غرفة الطواري؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
193,,,4,incongruent.58,الشتاء كان وايد قاسي هالماي.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
194,,,4,cleft.67,شو اللي كانت الخياطة الشاطرة تطرزه حق العروسه الجميلة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
195,الخياطة تدرب المحترفين؟,7,4,NP.89,كل خياطة معروفة تدرب المبتدئين على التطريز.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
196,,,4,BA.43,"يوم هي كانت في البيت، الممرضة ساعدت الام.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
197,,,4,NP.62,كل موظف مركز ينتقد الفريق بعد المشروع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
198,,,4,fronting.23,شو كان الطباخ المحترف يجهز في مطبخ المطعم؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
199,,,4,BVA.28,كل رسامه مبهره تنظف نفسها بعد الرسم.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
200,,,4,Control.24,"يوم أنا كنت في الجم، المدرب مرن المتسابقين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
201,,,4,incongruent.43,جوتيها اليديد كان كبير سنه.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
202,,,4,BVA.88,كل مدرس مضغوط يهدي نفسه بعد الإمتحانات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
203,النجار درب المساعد؟,9,4,BA.58,"يوم هو كان في الورشة، النجار درب المساعد.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
204,,,4,congruent.28,الولد الصغير شات الكورة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
205,,,4,Control.28,"يوم أنا كنت في الاستوديو، المذيعة نشرة الأخبار.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
206,,,4,cleft.88,منو اللي كان اليد الحنون يحضنه عشان يوقف صياح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
207,,,4,RA.83,المريضة المتوترة تطمن نفسها بعد العلاج.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
208,,,4,yn.54,كانت البطلة الشجاعة تحارب بتركيز في آخر رواية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
209,,,4,congruent.13,سالم طلب برجر وبطاط مقلي.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
210,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,,,4,BVA.06,كل ممرض منتبه ينظف نفسه بين الشفتات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
212,الكوافيرة جهزت الزبونة؟,9,4,BA.42,"يوم هي كانت في الصالون، الكوافيرة جهزت الزبونة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
213,,,4,cleft.65,شو اللي كان الطباخ المهمل مسونه عشان يتفنش فجأه؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
214,,,4,incongruent.57,الولد اشترى آيس كريم من البحر.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
215,,,4,NP.90,كل غواص خبير يأمن التلاميذ من الخطر.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
216,,,4,BA.57,"يوم هو كان في المكتب، المحامي حضر المتهم.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
217,,,4,incongruent.42,هو أرسل الرسالة بدون دري.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
218,,,4,fronting.22,شو كان التاجر الغني يشتري من سوق الذهب؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
219,,,4,RA.57,الوزيرة اليديدة تكلم نفسها قبل الخطاب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
220,,,4,fronting.11,منو كان المدير القاسي بيفنش في اجتماع الدوام؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
221,,,4,Control.25,"يوم أنا كنت في القاعة، المنظمة جهزت الزينة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
222,,,4,yn.48,كان المذيع السياسي ينقد البلاغ في المقابلة الأخيرة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
223,,,4,NP.34,كل محامية مهملة تلوم العميل على الخسارة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
224,الحارس اطلق سراحهم؟,7,4,Control.23,"يوم أنا كنت في السجن، الحارس زخ الشاردين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
225,,,4,RA.17,الطالب المتوتر يطمن نفسه بعد الدراسة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
226,المراهق محترم؟,7,4,yn.45,كان المراهق الشيطان يضارب ربعه في سكة الفريج؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
227,,,4,BVA.43,كل صحفية تتنافس تمدح نفسها عشان الفوز.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
228,,,4,congruent.27,السفينة اختفت بين كثافة الضباب.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
229,,,4,cleft.87,منو اللي كان المحاسب المشغول موظفنه عشان يخفف الضغط؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
230,السندويشة فيها جبن؟,9,4,congruent.12,طلبت سندويشة بيض وجبن.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
231,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,,,4,yn.47,كان الفنان الموهوب راسم قصر في لوحته المشهورة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
233,,,4,Control.21,"يوم أنا كنت في المؤتمر، السفير ألقى كلمة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
234,,,4,congruent.26,سيارات السباقات عطوهم العلم اللي فيه مربعات.,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
235,الرقاص مبتدئ؟,7,4,RA.50,الرقاص المتمرس يصور نفسه في التمارين.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
236,,,4,BA.56,"يوم هو كان في المستشفى، الجراح كلم الممرضة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
237,,,4,cleft.86,منو اللي كانت الكوافيره المحترفه تتجاهله من الزباين المزعجين؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
238,,,4,BA.41,"يوم هي كانت في المطبخ، الطباخة كلمت السواق.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
239,,,4,NP.84,كل مهندس ذكي يجهز العمال قبل المشروع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
240,الولد الشقي كسر شيء؟,9,4,fronting.20,شو كان الولد الشقي يكسر في غرفة الالعاب؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
241,الطفلة شاطرة؟,7,4,NP.35,كل طفلة مشاغبة تخفي ألعابها من العقاب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
242,,,4,incongruent.41,هو رخى الربطة اللي حول المسمار.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
243,,,4,BVA.12,كل اب غايب يلوم نفسه على الغياب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
244,,,4,yn.44,كانت العميلة المزعجة تهزب الموظف على خط الدوام؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
245,,,4,congruent.11,أحب صوص الكاكاو ويا الآيس كريم.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
246,,,4,cleft.64,شو اللي كان المخرج الفرنسي يعرضه في المجتمع العربي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
247,,,4,Control.22,"يوم أنا كنت في الطيارة، المضيفة يابت الأكل.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
248,,,4,fronting.10,منو كان الدريول اللاهي بيدعم في زحمة الباركنات؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
249,,,4,RA.51,المرشدة السياحية تصور نفسها عند الآثار.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
250,,,4,incongruent.56,البنت كانت ترسم لوحة جميلة في الغوص.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
251,الدكتورة تمتحن نفسها؟,9,4,BVA.63,كل دكتوره جامعية تمتحن نفسها بعد المحاضره.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
252,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,الطالب يقرأ؟,9,4,congruent.25,الطالب يقرأ بهدوء في المكتبة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
254,,,4,cleft.63,شو اللي كان الحكم المرتشي مغيرنه في البطولة العالمية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
255,,,4,congruent.10,ضفت اسمي في اللستة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
256,,,4,fronting.08,منو كانت الياهل اليوعانه تتريا في المطعم الهندي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
257,,,4,RA.48,الممثل المشهور يشوف نفسه في المسلسلات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
258,,,4,NP.32,كل عالمة حريصة تحمي المشتركين قبل التجارب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
259,,,4,yn.46,كان المدير اليديد يبا اقتراحات في الاجتماع أمس؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
260,الأم ودعت اليهال؟,9,4,BA.40,"يوم هي كانت في الحضانة، الأم ودعت اليهال.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
261,,,4,incongruent.55,المحاضرة مفروض تستمر لحوالي مساحة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
262,,,4,BVA.16,كل موظف ناجح يلزم نفسه على النجاح.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
263,,,4,Control.20,"يوم أنا كنت في البيت، الكهربجي صلح الليتات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
264,,,4,cleft.85,منو اللي كانت المراسله المهمه تراسله من سكان القصر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
265,هو باعهم على المحل؟,7,4,incongruent.40,هو اشتراهم من محل الضغط.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
266,,,4,fronting.18,شو كانت الرسامه المبدعة ترسم في المسابقة المدرسية؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
267,,,4,BVA.23,كل مصوره مبدعه تدرب نفسها على الزوايا.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
268,,,4,yn.43,كان الشيبة الطيب يساعد اليهال في المسيد المغرب؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
269,,,4,NP.03,كل ممثل شغوف يراجع مدربه قبل المسرحية.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
270,المصممه شلت تصاميمها من المعرض؟,7,4,Control.18,"يوم أنا كنت في العرض، المصممة عرضت تصاميمها.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
271,,,4,RA.49,الرياضية الأولومبية تشوف نفسها في الجريدة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
272,,,4,BA.55,"يوم هو كان في المعمل، العالم علم المساعد.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
273,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,الملكة عندها وزير مفضل؟,9,4,cleft.84,منو اللي كانت الملكة العادلة تفضله من الوزراء الملكيين؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
275,,,4,BVA.56,كل مذيع شاطر يكلم نفسه قبل الأذاعة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
276,,,4,fronting.07,منو كان الريال المعضل يساعد في مكان الحادث؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
277,,,4,yn.38,كانت العيوز العصبية تهزأ الموظف في محل الملابس؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
278,,,4,congruent.24,الأم أكلت المولود حليب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
279,الممرضة رخصت المريض؟,7,4,NP.37,كل ممرضة مصابة تحبس مريضها في المستشفى.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
280,,,4,fronting.15,شو كان الطالب الذكي يحل في قاعة الامتحان؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
281,,,4,RA.64,المرشح الجاهز يرشح نفسه عشان الانتخابات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
282,,,4,BA.39,"يوم هي كانت في البيت، الشغالة شافت الحرامي.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
283,الشغالة لعبت الياهل؟,9,4,Control.17,"يوم أنا كنت في الحديقة، الشغالة لعبت الياهل.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
284,,,4,BVA.38,كل ملكة مخلصة تلزم نفسها عشان الشعب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
285,,,4,cleft.61,شو اللي كانت الام المرتبة تجهز في البيت اليديد؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
286,,,4,NP.02,كل مجرم جريئ يهيئ شريكه قبل الجريمة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
287,سعيد حط قطوة؟,7,4,incongruent.39,سعيد حط الدودة على المعجم.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
288,,,4,BA.54,"يوم هو كان في المطعم، الشيف اكل الويتر.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
289,,,4,yn.42,كان الشاعر المعروف يرمس معجبينه في المهرجان الصيفي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
290,,,4,RA.05,الطالبة المجتهدة تعلم نفسها بعد الحصة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
291,,,4,incongruent.54,المدخن المهمل تسبب بحريجة في البرق.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
292,,,4,congruent.09,اشترى زولية مساحتها من الإيدار لين الإيدار.,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
293,,,4,Control.19,"يوم أنا كنت في الطوارئ، الجراح أنقذ الشيبة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
294,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,,,4,Control.16,"يوم أنا كنت في الاجتماع، السكرتيرة كتبت الملاحظات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
296,,,4,NP.68,كل مجرم مسجون يحاسب المحامي على الحكم.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
297,,,4,cleft.83,منو اللي كانت المذيعه اللطيفه تكلمه على الراديو الصبح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
298,,,4,RA.54,الباريستا التعبان يشرب نفسه من القهوة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
299,,,4,fronting.04,منو كان الشخص المريض يتريا في المستشفى الصغيرة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
300,,,4,BVA.10,كل متسلق خبير يحمي نفسه قبل التسلق.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
301,,,4,congruent.23,الأسمدة تحسن جودة التربة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
302,,,4,Control.15,"يوم أنا كنت في المطار، الطيار تجهز للإقلاع.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
303,الكهربجي حاسب الابو؟,9,4,BA.53,"يوم هو كان في البيت، الكهربجي حاسب الابو.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
304,,,4,cleft.60,شو اللي كان العامل الشيبة يبيعه في محله الصغير؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
305,,,4,NP.59,كل حرمة شجاعة تحب الرواد في المجتمع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
306,,,4,BA.38,"يوم هي كانت في السوق، الخياطة كاسرت التاجر.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
307,,,4,yn.41,كان الممثل المشهور ينافس زميله في الاوسكار الاخير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
308,الطراد ما قدر يمر بسهوله؟,7,4,incongruent.53,الطراد مر بسهولة تحت الساعة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
309,,,4,BVA.39,كل مديره مهتمه تطمن نفسها بعد النجاح.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
310,كتب لها رسالة؟,9,4,congruent.08,كتب لها رسالة حب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
311,,,4,RA.67,المغنية المشهورة تشجع نفسها قبل الاستعراض.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
312,الحرمة ساكتة؟,7,4,yn.37,كانت الحرمة اللغاية تألف سوالف في عزيمة الاهل؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
313,,,4,incongruent.38,الأبو قطع الديج الرومي بالشارع.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
314,,,4,fronting.14,شو كانت المستشاره المتسامحة تشرح في غرفة الاجتماع؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
